linie,richtung,kurs,seq_von,seq_nach,fahrweg_id,fw_no,fw_typ,fw_lang,halt_id_von,halt_id_nach
2,1,3,1,2,29829,11,1,BEZI - BTIE für Ausfahrt,1306,1502
2,1,3,2,3,29829,11,1,BEZI - BTIE für Ausfahrt,1502,2657
2,1,3,6,7,29829,11,1,BEZI - BTIE für Ausfahrt,2590,1565
2,1,3,5,6,29829,11,1,BEZI - BTIE für Ausfahrt,2228,2590
2,1,3,4,5,29829,11,1,BEZI - BTIE für Ausfahrt,1528,2228
2,1,3,3,4,29829,11,1,BEZI - BTIE für Ausfahrt,2657,1528
2,1,6,3,4,31058,1,1,FARB - BTIE,2535,2770
2,1,6,2,3,31058,1,1,FARB - BTIE,2818,2535
2,1,6,1,2,31058,1,1,FARB - BTIE,1310,2818
2,1,3,8,9,29829,11,1,BEZI - BTIE für Ausfahrt,2104,2612
2,1,3,7,8,29829,11,1,BEZI - BTIE für Ausfahrt,1565,2104
2,1,9,1,2,28607,15,2,DEP4 - KALK,2251,1906
2,1,5,2,3,29829,11,1,BEZI - BTIE für Ausfahrt,1502,2657
2,1,5,1,2,29829,11,1,BEZI - BTIE für Ausfahrt,1306,1502
2,1,6,9,10,31058,1,1,FARB - BTIE,2250,2248
2,1,6,8,9,31058,1,1,FARB - BTIE,1535,2250
2,1,6,7,8,31058,1,1,FARB - BTIE,2245,1535
2,1,6,6,7,31058,1,1,FARB - BTIE,2253,2245
2,1,6,5,6,31058,1,1,FARB - BTIE,2244,2253
2,1,6,4,5,31058,1,1,FARB - BTIE,2770,2244
2,1,3,13,14,29829,11,1,BEZI - BTIE für Ausfahrt,2651,2788
2,1,3,12,13,29829,11,1,BEZI - BTIE für Ausfahrt,2680,2651
2,1,3,11,12,29829,11,1,BEZI - BTIE für Ausfahrt,2615,2680
2,1,3,10,11,29829,11,1,BEZI - BTIE für Ausfahrt,2689,2615
2,1,3,9,10,29829,11,1,BEZI - BTIE für Ausfahrt,2612,2689
2,1,5,7,8,29829,11,1,BEZI - BTIE für Ausfahrt,1565,2104
2,1,5,6,7,29829,11,1,BEZI - BTIE für Ausfahrt,2590,1565
2,1,5,5,6,29829,11,1,BEZI - BTIE für Ausfahrt,2228,2590
2,1,5,4,5,29829,11,1,BEZI - BTIE für Ausfahrt,1528,2228
2,1,5,3,4,29829,11,1,BEZI - BTIE für Ausfahrt,2657,1528
2,1,2,1,2,28607,15,2,DEP4 - KALK,2251,1906
2,1,9,12,13,31058,1,1,FARB - BTIE,1306,1502
2,1,9,11,12,31058,1,1,FARB - BTIE,1906,1306
2,1,9,10,11,31058,1,1,FARB - BTIE,2248,1906
2,1,9,9,10,31058,1,1,FARB - BTIE,2250,2248
2,1,9,8,9,31058,1,1,FARB - BTIE,1535,2250
2,1,9,7,8,31058,1,1,FARB - BTIE,2245,1535
2,1,9,6,7,31058,1,1,FARB - BTIE,2253,2245
2,1,9,5,6,31058,1,1,FARB - BTIE,2244,2253
2,1,9,4,5,31058,1,1,FARB - BTIE,2770,2244
2,1,9,3,4,31058,1,1,FARB - BTIE,2535,2770
2,1,9,2,3,31058,1,1,FARB - BTIE,2818,2535
2,1,9,1,2,31058,1,1,FARB - BTIE,1310,2818
2,1,6,10,11,31058,1,1,FARB - BTIE,2248,1906
2,1,6,22,23,31058,1,1,FARB - BTIE,2615,2680
2,1,6,21,22,31058,1,1,FARB - BTIE,2689,2615
2,1,6,20,21,31058,1,1,FARB - BTIE,2612,2689
2,1,6,19,20,31058,1,1,FARB - BTIE,2104,2612
2,1,6,18,19,31058,1,1,FARB - BTIE,1565,2104
2,1,6,17,18,31058,1,1,FARB - BTIE,2590,1565
2,1,6,16,17,31058,1,1,FARB - BTIE,2228,2590
2,1,6,15,16,31058,1,1,FARB - BTIE,1528,2228
2,1,6,14,15,31058,1,1,FARB - BTIE,2657,1528
2,1,6,13,14,31058,1,1,FARB - BTIE,1502,2657
2,1,6,12,13,31058,1,1,FARB - BTIE,1306,1502
2,1,6,11,12,31058,1,1,FARB - BTIE,1906,1306
2,1,5,13,14,29829,11,1,BEZI - BTIE für Ausfahrt,2651,2788
2,1,5,12,13,29829,11,1,BEZI - BTIE für Ausfahrt,2680,2651
2,1,5,11,12,29829,11,1,BEZI - BTIE für Ausfahrt,2615,2680
2,1,5,10,11,29829,11,1,BEZI - BTIE für Ausfahrt,2689,2615
2,1,5,9,10,29829,11,1,BEZI - BTIE für Ausfahrt,2612,2689
2,1,5,8,9,29829,11,1,BEZI - BTIE für Ausfahrt,2104,2612
2,1,3,18,19,31058,1,1,FARB - BTIE,1565,2104
2,1,3,17,18,31058,1,1,FARB - BTIE,2590,1565
2,1,3,16,17,31058,1,1,FARB - BTIE,2228,2590
2,1,3,15,16,31058,1,1,FARB - BTIE,1528,2228
2,1,3,14,15,31058,1,1,FARB - BTIE,2657,1528
2,1,3,13,14,31058,1,1,FARB - BTIE,1502,2657
2,1,3,12,13,31058,1,1,FARB - BTIE,1306,1502
2,1,3,11,12,31058,1,1,FARB - BTIE,1906,1306
2,1,3,10,11,31058,1,1,FARB - BTIE,2248,1906
2,1,3,9,10,31058,1,1,FARB - BTIE,2250,2248
2,1,3,8,9,31058,1,1,FARB - BTIE,1535,2250
2,1,3,7,8,31058,1,1,FARB - BTIE,2245,1535
2,1,3,6,7,31058,1,1,FARB - BTIE,2253,2245
2,1,3,5,6,31058,1,1,FARB - BTIE,2244,2253
2,1,3,4,5,31058,1,1,FARB - BTIE,2770,2244
2,1,3,3,4,31058,1,1,FARB - BTIE,2535,2770
2,1,3,2,3,31058,1,1,FARB - BTIE,2818,2535
2,1,3,1,2,31058,1,1,FARB - BTIE,1310,2818
2,1,9,24,25,31058,1,1,FARB - BTIE,2651,2788
2,1,9,23,24,31058,1,1,FARB - BTIE,2680,2651
2,1,9,22,23,31058,1,1,FARB - BTIE,2615,2680
2,1,9,21,22,31058,1,1,FARB - BTIE,2689,2615
2,1,9,20,21,31058,1,1,FARB - BTIE,2612,2689
2,1,9,19,20,31058,1,1,FARB - BTIE,2104,2612
2,1,9,18,19,31058,1,1,FARB - BTIE,1565,2104
2,1,9,17,18,31058,1,1,FARB - BTIE,2590,1565
2,1,9,16,17,31058,1,1,FARB - BTIE,2228,2590
2,1,9,15,16,31058,1,1,FARB - BTIE,1528,2228
2,1,9,14,15,31058,1,1,FARB - BTIE,2657,1528
2,1,9,13,14,31058,1,1,FARB - BTIE,1502,2657
2,1,6,24,25,31058,1,1,FARB - BTIE,2651,2788
2,1,6,23,24,31058,1,1,FARB - BTIE,2680,2651
2,1,2,24,25,31058,1,1,FARB - BTIE,2651,2788
2,1,2,23,24,31058,1,1,FARB - BTIE,2680,2651
2,1,2,22,23,31058,1,1,FARB - BTIE,2615,2680
2,1,2,21,22,31058,1,1,FARB - BTIE,2689,2615
2,1,2,20,21,31058,1,1,FARB - BTIE,2612,2689
2,1,2,19,20,31058,1,1,FARB - BTIE,2104,2612
2,1,2,18,19,31058,1,1,FARB - BTIE,1565,2104
2,1,2,17,18,31058,1,1,FARB - BTIE,2590,1565
2,1,2,16,17,31058,1,1,FARB - BTIE,2228,2590
2,1,2,15,16,31058,1,1,FARB - BTIE,1528,2228
2,1,2,14,15,31058,1,1,FARB - BTIE,2657,1528
2,1,2,13,14,31058,1,1,FARB - BTIE,1502,2657
2,1,2,12,13,31058,1,1,FARB - BTIE,1306,1502
2,1,2,11,12,31058,1,1,FARB - BTIE,1906,1306
2,1,2,10,11,31058,1,1,FARB - BTIE,2248,1906
2,1,2,9,10,31058,1,1,FARB - BTIE,2250,2248
2,1,2,8,9,31058,1,1,FARB - BTIE,1535,2250
2,1,2,7,8,31058,1,1,FARB - BTIE,2245,1535
2,1,2,6,7,31058,1,1,FARB - BTIE,2253,2245
2,1,2,5,6,31058,1,1,FARB - BTIE,2244,2253
2,1,2,4,5,31058,1,1,FARB - BTIE,2770,2244
2,1,2,3,4,31058,1,1,FARB - BTIE,2535,2770
2,1,2,2,3,31058,1,1,FARB - BTIE,2818,2535
2,1,2,1,2,31058,1,1,FARB - BTIE,1310,2818
2,1,5,1,2,31058,1,1,FARB - BTIE,1310,2818
2,1,5,8,9,31058,1,1,FARB - BTIE,1535,2250
2,1,5,7,8,31058,1,1,FARB - BTIE,2245,1535
2,1,5,6,7,31058,1,1,FARB - BTIE,2253,2245
2,1,5,5,6,31058,1,1,FARB - BTIE,2244,2253
2,1,5,4,5,31058,1,1,FARB - BTIE,2770,2244
2,1,5,3,4,31058,1,1,FARB - BTIE,2535,2770
2,1,5,2,3,31058,1,1,FARB - BTIE,2818,2535
2,1,3,24,25,31058,1,1,FARB - BTIE,2651,2788
2,1,3,23,24,31058,1,1,FARB - BTIE,2680,2651
2,1,3,22,23,31058,1,1,FARB - BTIE,2615,2680
2,1,3,21,22,31058,1,1,FARB - BTIE,2689,2615
2,1,3,20,21,31058,1,1,FARB - BTIE,2612,2689
2,1,3,19,20,31058,1,1,FARB - BTIE,2104,2612
2,1,5,12,13,31058,1,1,FARB - BTIE,1306,1502
2,1,5,11,12,31058,1,1,FARB - BTIE,1906,1306
2,1,5,10,11,31058,1,1,FARB - BTIE,2248,1906
2,1,5,9,10,31058,1,1,FARB - BTIE,2250,2248
2,1,5,24,25,31058,1,1,FARB - BTIE,2651,2788
2,1,5,23,24,31058,1,1,FARB - BTIE,2680,2651
2,1,5,22,23,31058,1,1,FARB - BTIE,2615,2680
2,1,5,21,22,31058,1,1,FARB - BTIE,2689,2615
2,1,5,20,21,31058,1,1,FARB - BTIE,2612,2689
2,1,5,19,20,31058,1,1,FARB - BTIE,2104,2612
2,1,5,18,19,31058,1,1,FARB - BTIE,1565,2104
2,1,5,17,18,31058,1,1,FARB - BTIE,2590,1565
2,1,5,16,17,31058,1,1,FARB - BTIE,2228,2590
2,1,5,15,16,31058,1,1,FARB - BTIE,1528,2228
2,1,5,14,15,31058,1,1,FARB - BTIE,2657,1528
2,1,5,13,14,31058,1,1,FARB - BTIE,1502,2657
2,1,4,8,9,29829,11,1,BEZI - BTIE für Ausfahrt,2104,2612
2,1,4,7,8,29829,11,1,BEZI - BTIE für Ausfahrt,1565,2104
2,1,4,6,7,29829,11,1,BEZI - BTIE für Ausfahrt,2590,1565
2,1,4,5,6,29829,11,1,BEZI - BTIE für Ausfahrt,2228,2590
2,1,4,4,5,29829,11,1,BEZI - BTIE für Ausfahrt,1528,2228
2,1,4,3,4,29829,11,1,BEZI - BTIE für Ausfahrt,2657,1528
2,1,4,2,3,29829,11,1,BEZI - BTIE für Ausfahrt,1502,2657
2,1,4,1,2,29829,11,1,BEZI - BTIE für Ausfahrt,1306,1502
2,1,7,1,2,28607,15,2,DEP4 - KALK,2251,1906
2,1,1,10,11,31058,1,1,FARB - BTIE,2248,1906
2,1,1,9,10,31058,1,1,FARB - BTIE,2250,2248
2,1,1,8,9,31058,1,1,FARB - BTIE,1535,2250
2,1,1,7,8,31058,1,1,FARB - BTIE,2245,1535
2,1,1,6,7,31058,1,1,FARB - BTIE,2253,2245
2,1,1,5,6,31058,1,1,FARB - BTIE,2244,2253
2,1,1,4,5,31058,1,1,FARB - BTIE,2770,2244
2,1,1,3,4,31058,1,1,FARB - BTIE,2535,2770
2,1,1,2,3,31058,1,1,FARB - BTIE,2818,2535
2,1,1,1,2,31058,1,1,FARB - BTIE,1310,2818
2,1,1,24,25,31058,1,1,FARB - BTIE,2651,2788
2,1,1,23,24,31058,1,1,FARB - BTIE,2680,2651
2,1,1,22,23,31058,1,1,FARB - BTIE,2615,2680
2,1,1,21,22,31058,1,1,FARB - BTIE,2689,2615
2,1,1,20,21,31058,1,1,FARB - BTIE,2612,2689
2,1,1,19,20,31058,1,1,FARB - BTIE,2104,2612
2,1,1,18,19,31058,1,1,FARB - BTIE,1565,2104
2,1,1,17,18,31058,1,1,FARB - BTIE,2590,1565
2,1,1,16,17,31058,1,1,FARB - BTIE,2228,2590
2,1,1,15,16,31058,1,1,FARB - BTIE,1528,2228
2,1,1,14,15,31058,1,1,FARB - BTIE,2657,1528
2,1,1,13,14,31058,1,1,FARB - BTIE,1502,2657
2,1,1,12,13,31058,1,1,FARB - BTIE,1306,1502
2,1,1,11,12,31058,1,1,FARB - BTIE,1906,1306
2,1,1,1,2,28607,15,2,DEP4 - KALK,2251,1906
2,1,4,9,10,31058,1,1,FARB - BTIE,2250,2248
2,1,4,8,9,31058,1,1,FARB - BTIE,1535,2250
2,1,4,7,8,31058,1,1,FARB - BTIE,2245,1535
2,1,4,6,7,31058,1,1,FARB - BTIE,2253,2245
2,1,4,5,6,31058,1,1,FARB - BTIE,2244,2253
2,1,4,4,5,31058,1,1,FARB - BTIE,2770,2244
2,1,4,3,4,31058,1,1,FARB - BTIE,2535,2770
2,1,4,2,3,31058,1,1,FARB - BTIE,2818,2535
2,1,4,1,2,31058,1,1,FARB - BTIE,1310,2818
2,1,4,14,15,31058,1,1,FARB - BTIE,2657,1528
2,1,4,13,14,31058,1,1,FARB - BTIE,1502,2657
2,1,4,12,13,31058,1,1,FARB - BTIE,1306,1502
2,1,4,11,12,31058,1,1,FARB - BTIE,1906,1306
2,1,4,10,11,31058,1,1,FARB - BTIE,2248,1906
2,1,4,19,20,31058,1,1,FARB - BTIE,2104,2612
2,1,4,18,19,31058,1,1,FARB - BTIE,1565,2104
2,1,4,17,18,31058,1,1,FARB - BTIE,2590,1565
2,1,4,16,17,31058,1,1,FARB - BTIE,2228,2590
2,1,4,15,16,31058,1,1,FARB - BTIE,1528,2228
2,1,4,24,25,31058,1,1,FARB - BTIE,2651,2788
2,1,4,23,24,31058,1,1,FARB - BTIE,2680,2651
2,1,4,22,23,31058,1,1,FARB - BTIE,2615,2680
2,1,4,21,22,31058,1,1,FARB - BTIE,2689,2615
2,1,4,20,21,31058,1,1,FARB - BTIE,2612,2689
2,1,7,3,4,31058,1,1,FARB - BTIE,2535,2770
2,1,7,2,3,31058,1,1,FARB - BTIE,2818,2535
2,1,7,1,2,31058,1,1,FARB - BTIE,1310,2818
2,1,7,24,25,31058,1,1,FARB - BTIE,2651,2788
2,1,7,23,24,31058,1,1,FARB - BTIE,2680,2651
2,1,7,22,23,31058,1,1,FARB - BTIE,2615,2680
2,1,7,21,22,31058,1,1,FARB - BTIE,2689,2615
2,1,7,20,21,31058,1,1,FARB - BTIE,2612,2689
2,1,7,19,20,31058,1,1,FARB - BTIE,2104,2612
2,1,7,18,19,31058,1,1,FARB - BTIE,1565,2104
2,1,7,17,18,31058,1,1,FARB - BTIE,2590,1565
2,1,7,16,17,31058,1,1,FARB - BTIE,2228,2590
2,1,7,15,16,31058,1,1,FARB - BTIE,1528,2228
2,1,7,14,15,31058,1,1,FARB - BTIE,2657,1528
2,1,7,13,14,31058,1,1,FARB - BTIE,1502,2657
2,1,7,12,13,31058,1,1,FARB - BTIE,1306,1502
2,1,7,11,12,31058,1,1,FARB - BTIE,1906,1306
2,1,7,10,11,31058,1,1,FARB - BTIE,2248,1906
2,1,7,9,10,31058,1,1,FARB - BTIE,2250,2248
2,1,7,8,9,31058,1,1,FARB - BTIE,1535,2250
2,1,7,7,8,31058,1,1,FARB - BTIE,2245,1535
2,1,7,6,7,31058,1,1,FARB - BTIE,2253,2245
2,1,7,5,6,31058,1,1,FARB - BTIE,2244,2253
2,1,7,4,5,31058,1,1,FARB - BTIE,2770,2244
2,1,4,13,14,29829,11,1,BEZI - BTIE für Ausfahrt,2651,2788
2,1,4,12,13,29829,11,1,BEZI - BTIE für Ausfahrt,2680,2651
2,1,4,11,12,29829,11,1,BEZI - BTIE für Ausfahrt,2615,2680
2,1,4,10,11,29829,11,1,BEZI - BTIE für Ausfahrt,2689,2615
2,1,4,9,10,29829,11,1,BEZI - BTIE für Ausfahrt,2612,2689
2,1,5,1,2,28609,17,3,KALK - DEP4 von  BTIE,1906,2251
2,1,6,5,6,31066,19,1,FARB - KALK für Einfahrt,2244,2253
2,1,6,4,5,31066,19,1,FARB - KALK für Einfahrt,2770,2244
2,1,6,3,4,31066,19,1,FARB - KALK für Einfahrt,2535,2770
2,1,6,2,3,31066,19,1,FARB - KALK für Einfahrt,2818,2535
2,1,6,1,2,31066,19,1,FARB - KALK für Einfahrt,1310,2818
2,1,6,10,11,31066,19,1,FARB - KALK für Einfahrt,2248,1906
2,1,6,9,10,31066,19,1,FARB - KALK für Einfahrt,2250,2248
2,1,6,8,9,31066,19,1,FARB - KALK für Einfahrt,1535,2250
2,1,6,7,8,31066,19,1,FARB - KALK für Einfahrt,2245,1535
2,1,6,6,7,31066,19,1,FARB - KALK für Einfahrt,2253,2245
2,1,1,10,11,31066,19,1,FARB - KALK für Einfahrt,2248,1906
2,1,1,9,10,31066,19,1,FARB - KALK für Einfahrt,2250,2248
2,1,1,8,9,31066,19,1,FARB - KALK für Einfahrt,1535,2250
2,1,1,7,8,31066,19,1,FARB - KALK für Einfahrt,2245,1535
2,1,1,6,7,31066,19,1,FARB - KALK für Einfahrt,2253,2245
2,1,1,5,6,31066,19,1,FARB - KALK für Einfahrt,2244,2253
2,1,1,4,5,31066,19,1,FARB - KALK für Einfahrt,2770,2244
2,1,1,3,4,31066,19,1,FARB - KALK für Einfahrt,2535,2770
2,1,1,2,3,31066,19,1,FARB - KALK für Einfahrt,2818,2535
2,1,1,1,2,31066,19,1,FARB - KALK für Einfahrt,1310,2818
2,1,9,10,11,31066,19,1,FARB - KALK für Einfahrt,2248,1906
2,1,9,9,10,31066,19,1,FARB - KALK für Einfahrt,2250,2248
2,1,9,8,9,31066,19,1,FARB - KALK für Einfahrt,1535,2250
2,1,9,7,8,31066,19,1,FARB - KALK für Einfahrt,2245,1535
2,1,9,6,7,31066,19,1,FARB - KALK für Einfahrt,2253,2245
2,1,9,5,6,31066,19,1,FARB - KALK für Einfahrt,2244,2253
2,1,9,4,5,31066,19,1,FARB - KALK für Einfahrt,2770,2244
2,1,9,3,4,31066,19,1,FARB - KALK für Einfahrt,2535,2770
2,1,9,2,3,31066,19,1,FARB - KALK für Einfahrt,2818,2535
2,1,9,1,2,31066,19,1,FARB - KALK für Einfahrt,1310,2818
2,1,3,1,2,28609,17,3,KALK - DEP4 von  BTIE,1906,2251
2,2,3,5,6,31059,2,1,BTIE - FARB,2689,2612
2,2,3,4,5,31059,2,1,BTIE - FARB,2615,2689
2,2,3,3,4,31059,2,1,BTIE - FARB,2680,2615
2,2,3,2,3,31059,2,1,BTIE - FARB,2651,2680
2,2,3,1,2,31059,2,1,BTIE - FARB,2788,2651
2,2,3,24,25,31059,2,1,BTIE - FARB,2818,1310
2,2,3,23,24,31059,2,1,BTIE - FARB,2535,2818
2,2,3,22,23,31059,2,1,BTIE - FARB,2770,2535
2,2,3,21,22,31059,2,1,BTIE - FARB,2244,2770
2,2,3,20,21,31059,2,1,BTIE - FARB,2253,2244
2,2,3,19,20,31059,2,1,BTIE - FARB,2245,2253
2,2,3,18,19,31059,2,1,BTIE - FARB,1535,2245
2,2,3,17,18,31059,2,1,BTIE - FARB,2250,1535
2,2,3,16,17,31059,2,1,BTIE - FARB,2248,2250
2,2,3,15,16,31059,2,1,BTIE - FARB,1906,2248
2,2,3,14,15,31059,2,1,BTIE - FARB,1306,1906
2,2,3,13,14,31059,2,1,BTIE - FARB,1502,1306
2,2,3,12,13,31059,2,1,BTIE - FARB,2657,1502
2,2,3,11,12,31059,2,1,BTIE - FARB,1528,2657
2,2,3,10,11,31059,2,1,BTIE - FARB,2228,1528
2,2,3,9,10,31059,2,1,BTIE - FARB,2590,2228
2,2,3,8,9,31059,2,1,BTIE - FARB,1565,2590
2,2,3,7,8,31059,2,1,BTIE - FARB,2104,1565
2,2,3,6,7,31059,2,1,BTIE - FARB,2612,2104
2,2,9,24,25,31059,2,1,BTIE - FARB,2818,1310
2,2,9,23,24,31059,2,1,BTIE - FARB,2535,2818
2,2,9,22,23,31059,2,1,BTIE - FARB,2770,2535
2,2,9,21,22,31059,2,1,BTIE - FARB,2244,2770
2,2,9,20,21,31059,2,1,BTIE - FARB,2253,2244
2,2,9,19,20,31059,2,1,BTIE - FARB,2245,2253
2,2,9,18,19,31059,2,1,BTIE - FARB,1535,2245
2,2,9,17,18,31059,2,1,BTIE - FARB,2250,1535
2,2,9,16,17,31059,2,1,BTIE - FARB,2248,2250
2,2,9,15,16,31059,2,1,BTIE - FARB,1906,2248
2,2,9,14,15,31059,2,1,BTIE - FARB,1306,1906
2,2,9,13,14,31059,2,1,BTIE - FARB,1502,1306
2,2,9,12,13,31059,2,1,BTIE - FARB,2657,1502
2,2,9,11,12,31059,2,1,BTIE - FARB,1528,2657
2,2,9,10,11,31059,2,1,BTIE - FARB,2228,1528
2,2,9,9,10,31059,2,1,BTIE - FARB,2590,2228
2,2,9,8,9,31059,2,1,BTIE - FARB,1565,2590
2,2,9,7,8,31059,2,1,BTIE - FARB,2104,1565
2,2,9,6,7,31059,2,1,BTIE - FARB,2612,2104
2,2,9,5,6,31059,2,1,BTIE - FARB,2689,2612
2,2,9,4,5,31059,2,1,BTIE - FARB,2615,2689
2,2,9,3,4,31059,2,1,BTIE - FARB,2680,2615
2,2,9,2,3,31059,2,1,BTIE - FARB,2651,2680
2,2,9,1,2,31059,2,1,BTIE - FARB,2788,2651
2,2,7,24,25,31059,2,1,BTIE - FARB,2818,1310
2,2,7,23,24,31059,2,1,BTIE - FARB,2535,2818
2,2,7,22,23,31059,2,1,BTIE - FARB,2770,2535
2,2,7,21,22,31059,2,1,BTIE - FARB,2244,2770
2,2,7,20,21,31059,2,1,BTIE - FARB,2253,2244
2,2,7,19,20,31059,2,1,BTIE - FARB,2245,2253
2,2,7,18,19,31059,2,1,BTIE - FARB,1535,2245
2,2,7,17,18,31059,2,1,BTIE - FARB,2250,1535
2,2,7,16,17,31059,2,1,BTIE - FARB,2248,2250
2,2,7,15,16,31059,2,1,BTIE - FARB,1906,2248
2,2,7,14,15,31059,2,1,BTIE - FARB,1306,1906
2,2,7,13,14,31059,2,1,BTIE - FARB,1502,1306
2,2,7,12,13,31059,2,1,BTIE - FARB,2657,1502
2,2,7,11,12,31059,2,1,BTIE - FARB,1528,2657
2,2,7,10,11,31059,2,1,BTIE - FARB,2228,1528
2,2,7,9,10,31059,2,1,BTIE - FARB,2590,2228
2,2,7,8,9,31059,2,1,BTIE - FARB,1565,2590
2,2,7,7,8,31059,2,1,BTIE - FARB,2104,1565
2,2,7,6,7,31059,2,1,BTIE - FARB,2612,2104
2,2,7,5,6,31059,2,1,BTIE - FARB,2689,2612
2,2,7,4,5,31059,2,1,BTIE - FARB,2615,2689
2,2,7,3,4,31059,2,1,BTIE - FARB,2680,2615
2,2,7,2,3,31059,2,1,BTIE - FARB,2651,2680
2,2,7,1,2,31059,2,1,BTIE - FARB,2788,2651
2,2,6,10,11,31065,14,1,KALK - FARB für Ausfahrt,2818,1310
2,2,6,9,10,31065,14,1,KALK - FARB für Ausfahrt,2535,2818
2,2,6,8,9,31065,14,1,KALK - FARB für Ausfahrt,2770,2535
2,2,6,7,8,31065,14,1,KALK - FARB für Ausfahrt,2244,2770
2,2,6,6,7,31065,14,1,KALK - FARB für Ausfahrt,2253,2244
2,2,6,5,6,31065,14,1,KALK - FARB für Ausfahrt,2245,2253
2,2,6,4,5,31065,14,1,KALK - FARB für Ausfahrt,1535,2245
2,2,6,3,4,31065,14,1,KALK - FARB für Ausfahrt,2250,1535
2,2,6,2,3,31065,14,1,KALK - FARB für Ausfahrt,2248,2250
2,2,6,1,2,31065,14,1,KALK - FARB für Ausfahrt,1906,2248
2,2,2,10,11,31065,14,1,KALK - FARB für Ausfahrt,2818,1310
2,2,2,9,10,31065,14,1,KALK - FARB für Ausfahrt,2535,2818
2,2,2,8,9,31065,14,1,KALK - FARB für Ausfahrt,2770,2535
2,2,2,7,8,31065,14,1,KALK - FARB für Ausfahrt,2244,2770
2,2,2,6,7,31065,14,1,KALK - FARB für Ausfahrt,2253,2244
2,2,2,5,6,31065,14,1,KALK - FARB für Ausfahrt,2245,2253
2,2,2,4,5,31065,14,1,KALK - FARB für Ausfahrt,1535,2245
2,2,2,3,4,31065,14,1,KALK - FARB für Ausfahrt,2250,1535
2,2,2,2,3,31065,14,1,KALK - FARB für Ausfahrt,2248,2250
2,2,2,1,2,31065,14,1,KALK - FARB für Ausfahrt,1906,2248
2,2,4,24,25,31059,2,1,BTIE - FARB,2818,1310
2,2,4,23,24,31059,2,1,BTIE - FARB,2535,2818
2,2,4,22,23,31059,2,1,BTIE - FARB,2770,2535
2,2,4,21,22,31059,2,1,BTIE - FARB,2244,2770
2,2,4,20,21,31059,2,1,BTIE - FARB,2253,2244
2,2,4,19,20,31059,2,1,BTIE - FARB,2245,2253
2,2,4,18,19,31059,2,1,BTIE - FARB,1535,2245
2,2,4,17,18,31059,2,1,BTIE - FARB,2250,1535
2,2,4,16,17,31059,2,1,BTIE - FARB,2248,2250
2,2,4,15,16,31059,2,1,BTIE - FARB,1906,2248
2,2,4,14,15,31059,2,1,BTIE - FARB,1306,1906
2,2,4,13,14,31059,2,1,BTIE - FARB,1502,1306
2,2,4,12,13,31059,2,1,BTIE - FARB,2657,1502
2,2,4,11,12,31059,2,1,BTIE - FARB,1528,2657
2,2,4,10,11,31059,2,1,BTIE - FARB,2228,1528
2,2,4,9,10,31059,2,1,BTIE - FARB,2590,2228
2,2,4,8,9,31059,2,1,BTIE - FARB,1565,2590
2,2,4,7,8,31059,2,1,BTIE - FARB,2104,1565
2,2,4,6,7,31059,2,1,BTIE - FARB,2612,2104
2,2,4,5,6,31059,2,1,BTIE - FARB,2689,2612
2,2,4,4,5,31059,2,1,BTIE - FARB,2615,2689
2,2,4,3,4,31059,2,1,BTIE - FARB,2680,2615
2,2,4,2,3,31059,2,1,BTIE - FARB,2651,2680
2,2,4,1,2,31059,2,1,BTIE - FARB,2788,2651
2,2,6,24,25,31059,2,1,BTIE - FARB,2818,1310
2,2,6,23,24,31059,2,1,BTIE - FARB,2535,2818
2,2,6,22,23,31059,2,1,BTIE - FARB,2770,2535
2,2,6,21,22,31059,2,1,BTIE - FARB,2244,2770
2,2,6,20,21,31059,2,1,BTIE - FARB,2253,2244
2,2,6,19,20,31059,2,1,BTIE - FARB,2245,2253
2,2,6,18,19,31059,2,1,BTIE - FARB,1535,2245
2,2,6,17,18,31059,2,1,BTIE - FARB,2250,1535
2,2,6,16,17,31059,2,1,BTIE - FARB,2248,2250
2,2,6,15,16,31059,2,1,BTIE - FARB,1906,2248
2,2,6,14,15,31059,2,1,BTIE - FARB,1306,1906
2,2,6,13,14,31059,2,1,BTIE - FARB,1502,1306
2,2,6,12,13,31059,2,1,BTIE - FARB,2657,1502
2,2,6,11,12,31059,2,1,BTIE - FARB,1528,2657
2,2,6,10,11,31059,2,1,BTIE - FARB,2228,1528
2,2,6,9,10,31059,2,1,BTIE - FARB,2590,2228
2,2,6,8,9,31059,2,1,BTIE - FARB,1565,2590
2,2,6,7,8,31059,2,1,BTIE - FARB,2104,1565
2,2,6,6,7,31059,2,1,BTIE - FARB,2612,2104
2,2,6,5,6,31059,2,1,BTIE - FARB,2689,2612
2,2,6,4,5,31059,2,1,BTIE - FARB,2615,2689
2,2,6,3,4,31059,2,1,BTIE - FARB,2680,2615
2,2,6,2,3,31059,2,1,BTIE - FARB,2651,2680
2,2,6,1,2,31059,2,1,BTIE - FARB,2788,2651
2,2,2,2,3,31059,2,1,BTIE - FARB,2651,2680
2,2,2,1,2,31059,2,1,BTIE - FARB,2788,2651
2,2,2,24,25,31059,2,1,BTIE - FARB,2818,1310
2,2,2,23,24,31059,2,1,BTIE - FARB,2535,2818
2,2,2,22,23,31059,2,1,BTIE - FARB,2770,2535
2,2,2,21,22,31059,2,1,BTIE - FARB,2244,2770
2,2,2,20,21,31059,2,1,BTIE - FARB,2253,2244
